finished,start_date,end_date,recorded_date,gender,age,enrolment_school,student_status,citizenship,ethnic_group,living_situation,current_circumstance,covid_19_stress_1,covid_19_stress_2,covid_19_stress_3,covid_19_stress_4,covid_19_stress_5,covid_19_stress_6,covid_19_stress_7,covid_19_stress_8,covid_19_stress_9,covid_19_stress_10,covid_19_stress_11,covid_19_stress_12,covid_19_stress_13,coping_strategies_1,coping_strategies_2,coping_strategies_3,coping_strategies_4,coping_strategies_5,coping_strategies_6,coping_strategies_7,coping_strategies_8,coping_strategies_9,coping_strategies_10,coping_strategies_11,coping_strategies_12,coping_strategies_13,coping_strategies_14,coping_strategies_15,generalv_wellbeing_1,generalv_wellbeing_2,generalv_wellbeing_3,generalv_wellbeing_4,generalv_wellbeing_5,generalv_wellbeing_6,music_info_4,music_info_5,prop_miss_all
TRUE,2020-05-27T17:28:20Z,2020-05-27T17:37:39Z,2020-05-27T17:37:40Z,female,19,1,1,Australia,Chinese/Kiwi,1,6,3,2,2,2,1,5,4,3,3,4,3,2,1,5,5,2,5,2,2,2,2,2,1,1,1,1,6,2,3,5,2,5,1,2,Chopin,any of his pieces,0
TRUE,2020-05-27T17:41:57Z,2020-05-27T17:52:38Z,2020-05-27T17:52:39Z,male,17,1,1,Australia,N/A,1,4,1,2,2,2,1,2,4,2,1,4,1,1,1,6,5,1,4,5,5,5,4,4,1,6,1,1,1,1,4,5,5,2,4,4,No specific artist,No specific song - just the ‘lofi’ genre of music,0
FALSE,2020-05-20T18:44:56Z,2020-05-20T18:48:44Z,2020-05-27T18:48:56Z,female,20,1,1,Australia/ Taiwan,Chinese,1,5,4,5,3,3,3,5,3,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
TRUE,2020-05-28T06:14:57Z,2020-05-28T06:33:33Z,2020-05-28T06:33:35Z,male,19,1,2,Malaysia,Chinese,4,4,3,3,3,3,2,3,3,2,3,4,4,3,3,4,5,6,2,2,5,5,6,6,5,1,3,4,1,1,4,2,4,1,2,3,Joe Hisaishi,The Bygone Days,0
TRUE,2020-05-27T17:28:24Z,2020-05-28T08:42:40Z,2020-05-28T08:42:41Z,female,18,1,1,Australia,Australian,1,4,3,3,4,3,1,4,5,5,3,4,4,3,3,4,6,5,2,1,3,4,5,6,1,1,1,4,5,6,2,3,4,2,3,2,do re mi,blackbear,0
TRUE,2020-05-28T10:02:51Z,2020-05-28T10:34:55Z,2020-05-28T10:34:55Z,female,18,1,1,"Australia, Germany",German,5,4,4,2,2,4,1,4,3,3,3,3,3,3,2,6,6,1,4,3,1,1,5,5,1,4,1,5,1,4,1,4,2,5,2,3,Demi Lovato,Wildfire,0
FALSE,2020-05-21T15:35:53Z,2020-05-21T15:41:56Z,2020-05-28T15:42:00Z,female,19,3,2,Malaysia,Indian,3,3,4,2,1,1,1,5,5,3,4,5,3,3,5,4,1,3,2,4,4,4,1,5,3,2,1,4,5,1,NA,NA,NA,NA,NA,NA,,,0.125
FALSE,2020-05-21T15:48:16Z,2020-05-21T15:49:08Z,2020-05-28T15:49:09Z,female,20,3,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
FALSE,2020-05-21T16:22:46Z,2020-05-21T16:30:38Z,2020-05-28T16:30:42Z,female,25,3,2,South Korea,South Korea,3,4,3,4,3,4,3,4,4,4,2,2,2,3,3,4,4,4,5,5,5,5,4,4,4,4,4,3,3,3,NA,NA,NA,NA,NA,NA,,,0.125
TRUE,2020-05-28T16:31:39Z,2020-05-28T16:53:10Z,2020-05-28T16:53:10Z,female,19,1,1,Australia and the USA,European-Australian,1,4,4,3,3,2,3,2,2,2,2,3,3,2,3,4,5,4,4,4,5,5,3,4,1,5,5,4,1,4,4,4,4,4,4,4,Lauren Daigle,Look up child,0
TRUE,2020-05-29T04:10:25Z,2020-05-29T04:31:50Z,2020-05-29T04:31:50Z,male,27,3,2,Singapore,Eurasian,2,4,2,4,2,2,2,4,3,3,2,4,4,2,2,5,6,4,6,4,5,4,3,5,4,5,1,5,5,3,2,4,4,5,4,4,Father's Children,Dirt and Grime,0
FALSE,2020-05-22T12:08:59Z,2020-05-22T12:10:06Z,2020-05-29T12:10:07Z,male,19,5,2,China,Crist,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-05-29T11:57:31Z,2020-05-29T12:18:09Z,2020-05-29T12:18:10Z,female,18,1,1,Pakistan and Australia,Asian,1,4,2,2,2,2,4,2,2,3,3,3,3,4,3,6,6,6,6,4,5,5,5,5,6,6,4,5,4,4,3,5,4,3,3,3,BTS,Magic Shop (but almost all their songs are effective),0
FALSE,2020-05-22T14:46:58Z,2020-05-22T14:47:38Z,2020-05-29T14:47:41Z,male,20,3,2,China,Chinese,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7291666666666666
FALSE,2020-05-22T20:08:56Z,2020-05-22T20:09:57Z,2020-05-29T20:10:19Z,female,25,3,2,South korea,,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-05-30T11:54:38Z,2020-05-30T12:50:23Z,2020-05-30T12:50:24Z,female,20,1,1,Australia,Australian,1,4,4,3,4,3,4,4,2,5,2,2,2,2,2,3,3,1,6,1,2,1,5,4,1,4,1,1,5,3,4,4,2,4,2,3,,,0
FALSE,2020-05-23T18:40:39Z,2020-05-23T18:42:17Z,2020-05-30T18:42:42Z,female,24,3,2,Brazil,south american,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-05-31T11:42:43Z,2020-05-31T11:52:39Z,2020-05-31T11:52:40Z,female,21,3,2,Indonesia,Javanese,5,4,4,4,4,4,4,5,2,2,4,5,4,5,3,4,4,5,5,3,4,5,2,3,4,4,1,5,4,4,2,4,4,4,2,2,Joy Crookes,Anyone But Me,0
TRUE,2020-05-31T18:02:09Z,2020-05-31T18:14:43Z,2020-05-31T18:14:43Z,male,17,1,1,Australia,Caucasian,3,4,1,2,3,1,1,5,3,2,1,1,1,1,1,6,4,4,6,6,5,5,6,4,1,5,6,6,1,4,4,3,2,5,1,5,,,0
TRUE,2020-05-31T23:04:39Z,2020-05-31T23:18:24Z,2020-05-31T23:18:24Z,female,19,1,2,Taiwan (Republic of China),/,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,4,2,1,lironghao,balled,0
TRUE,2020-06-01T01:23:03Z,2020-06-01T01:29:37Z,2020-06-01T01:29:38Z,female,20,1,2,China,,3,4,3,5,5,5,1,2,1,2,2,2,2,2,2,1,1,1,6,6,1,3,NA,6,1,2,2,3,3,3,1,2,1,1,1,1,,,0.020833333333333332
TRUE,2020-06-01T15:58:48Z,2020-06-01T16:10:04Z,2020-06-01T16:10:05Z,female,18,5,1,Australia,Australian,1,4,1,1,2,1,3,4,3,3,1,1,1,1,1,3,5,1,4,2,2,2,3,4,3,3,1,5,3,5,2,1,1,5,1,1,matisse and sadko,get busy,0
FALSE,2020-05-25T20:35:12Z,2020-05-25T20:36:16Z,2020-06-01T20:36:17Z,male,18,1,1,Australia,N/A,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-05-25T20:34:53Z,2020-05-25T20:42:40Z,2020-06-01T20:43:19Z,female,18,5,1,New Zealand,Indian,1,4,5,5,2,5,3,5,3,4,4,4,4,4,5,4,5,5,6,5,6,6,6,5,6,6,3,6,6,5,NA,NA,NA,NA,NA,NA,Don Omar,Danza Kuduro,0.125
FALSE,2020-05-25T20:37:02Z,2020-05-25T20:43:28Z,2020-06-01T20:43:38Z,male,19,1,2,Canada,Phillipines,5,4,3,3,3,3,3,5,5,5,3,5,5,3,5,3,4,5,1,2,1,2,2,2,2,3,1,1,3,5,NA,NA,NA,NA,NA,NA,RINI,Favourite Clothes,0.125
FALSE,2020-05-25T20:42:44Z,2020-05-25T20:43:56Z,2020-06-01T20:44:00Z,male,20,1,1,Australia,What does it matter?,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-05-25T20:44:03Z,2020-05-25T20:51:36Z,2020-06-01T20:51:50Z,female,20,1,2,Hong Kong,Hong Kong,2,4,4,4,4,4,2,3,3,3,4,4,4,4,4,1,4,3,4,4,3,3,5,5,4,4,1,1,2,3,NA,NA,NA,NA,NA,NA,Carla Bruni,Little French Song,0.125
FALSE,2020-05-25T20:51:09Z,2020-05-25T20:58:12Z,2020-06-01T20:58:29Z,female,19,1,2,Hong Kong (SAR),Chinese,1,4,4,5,4,4,3,3,3,2,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
FALSE,2020-05-25T21:00:32Z,2020-05-25T21:04:51Z,2020-06-01T21:04:57Z,female,19,1,1,Australia and UK,Caucasian,5,4,4,5,4,4,1,3,1,2,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
FALSE,2020-05-25T21:25:11Z,2020-05-25T21:27:00Z,2020-06-01T21:27:03Z,female,19,1,2,China,No,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
FALSE,2020-05-25T21:26:57Z,2020-05-25T21:32:21Z,2020-06-01T21:32:21Z,male,18,1,1,Australia,White Australian,1,5,4,3,3,4,3,4,2,3,4,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
FALSE,2020-05-25T21:57:28Z,2020-05-25T21:58:33Z,2020-06-01T21:59:08Z,female,19,1,2,Taiwan,,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-05-25T21:56:29Z,2020-05-25T22:09:49Z,2020-06-01T22:10:12Z,male,20,1,2,HONG KONG,All can be,3,4,1,4,4,3,3,4,3,4,3,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
FALSE,2020-05-25T23:29:43Z,2020-05-25T23:33:59Z,2020-06-01T23:34:20Z,male,18,5,1,Australia,Punjabi,1,4,3,4,4,4,3,5,5,4,3,4,4,3,3,4,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.3333333333333333
FALSE,2020-05-25T20:34:59Z,2020-05-25T23:55:52Z,2020-06-01T23:55:53Z,female,18,1,1,Australia,Indian,1,5,3,4,4,4,1,5,5,2,2,2,2,2,2,5,6,3,6,4,3,5,5,6,5,4,2,5,3,3,NA,NA,NA,NA,NA,NA,,,0.125
TRUE,2020-06-02T12:22:02Z,2020-06-02T12:31:27Z,2020-06-02T12:31:28Z,female,18,1,1,"Australia, Hungary, Romania",Hungarian,1,6,4,5,4,4,3,5,4,3,2,2,2,4,2,1,2,5,1,5,6,6,6,6,3,5,1,5,4,4,1,4,2,4,4,2,,,0
FALSE,2020-05-26T12:47:57Z,2020-05-26T12:49:03Z,2020-06-02T12:49:15Z,male,19,1,1,australian,white,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-05-26T19:58:03Z,2020-05-26T20:11:43Z,2020-06-02T20:11:50Z,female,19,1,2,Hong Kong,Christians,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,5,5,5,5,2,2,4,4,3,4,4,2,3,4,4,3,2,Bruno Mars,Just The Way You Are,0
FALSE,2020-05-26T23:06:41Z,2020-05-26T23:09:48Z,2020-06-02T23:09:48Z,male,21,1,2,China,Asia,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-05-27T11:27:33Z,2020-05-27T11:28:52Z,2020-06-03T11:29:02Z,female,17,1,1,Australia,Chinese,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-06-03T18:31:08Z,2020-06-03T18:43:41Z,2020-06-03T18:43:42Z,female,18,5,1,"Australia, Sri Lanka",Sinhalese,1,4,2,2,2,2,2,2,4,1,2,4,4,2,2,1,5,4,5,4,5,5,4,3,6,5,3,5,5,5,4,3,3,4,3,2,Cat Stevens,The Wind,0
TRUE,2020-06-03T23:52:54Z,2020-06-04T00:06:30Z,2020-06-04T00:06:31Z,female,21,3,2,indonesia,indonesian,6,4,4,5,3,4,4,4,3,3,4,4,4,4,3,4,3,3,2,3,5,3,3,3,4,5,3,4,3,3,2,4,3,4,3,3,,,0
FALSE,2020-05-29T17:16:52Z,2020-05-29T17:22:56Z,2020-06-05T17:23:01Z,male,20,1,2,China,None,2,4,5,5,5,5,3,5,5,5,5,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
TRUE,2020-06-05T19:07:37Z,2020-06-05T19:25:26Z,2020-06-05T19:25:26Z,female,21,3,2,India,Indian,1,4,3,2,4,4,2,2,2,4,2,4,4,3,4,5,5,4,4,2,5,5,4,5,5,4,4,3,5,5,3,2,4,4,4,3,Doja Cat,Say so,0
FALSE,2020-05-30T11:38:52Z,2020-05-30T11:40:23Z,2020-06-06T11:40:30Z,female,19,1,2,china,N/A,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-05-31T11:40:27Z,2020-05-31T11:42:38Z,2020-06-07T11:42:39Z,female,21,3,2,Indonesia,Javanese,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
